#{"t_start": 1675763379.8565452, "env_id": null}
r,l,t
-73.0,18,92.168524
-7.0,12,92.187474
-109.0,24,92.22238
7.0,8,92.233352
-44.0,19,92.260279
-21.0,16,92.279262
-128.0,23,92.304162
7.0,8,92.315168
26.0,9,92.326102
-42.0,17,92.34409
12.0,13,92.360047
-84.0,19,92.381989
-41.0,16,92.398942
-98.0,23,92.422877
-10.0,15,92.439835
-65.0,20,92.461778
-11.0,16,92.481722
-89.0,24,92.505657
16.0,9,92.516628
-113.0,18,92.536575
-69.0,24,92.569452
-28.0,13,92.586406
-94.0,19,92.612337
4.0,11,92.623309
-62.0,17,92.643287
-27.0,12,92.655258
-53.0,18,92.675204
-108.0,23,92.698163
-64.0,19,92.718089
-89.0,24,92.745981
6.0,9,92.756984
-8.0,13,92.768919
6.0,9,92.778926
-5.0,10,92.789866
-80.0,15,92.804857
29.0,6,92.810837
-6.0,11,92.821812
-93.0,18,92.842756
-44.0,19,92.86367
-95.0,20,92.900601
32.0,3,92.902597
29.0,6,92.910576
6.0,9,92.918555
3.0,12,92.933481
-6.0,11,92.944451
20.0,5,92.949438
-51.0,16,92.966392
8.0,7,92.975369
-29.0,14,92.990328
-78.0,23,93.017257
-90.0,25,93.046179
26.0,9,93.058147
-35.0,20,93.081086
28.0,7,93.089065
20.0,5,93.095081
-108.0,23,93.119989
-2.0,7,93.126
-1.0,16,93.141957
-14.0,9,93.152926
-63.0,18,93.172873
-88.0,23,93.195812
21.0,4,93.201796
15.0,10,93.212766
-56.0,21,93.234709
-43.0,18,93.255652
-39.0,14,93.271609
27.0,8,93.278595
17.0,8,93.288556
-18.0,13,93.303523
-41.0,16,93.320479
-15.0,10,93.331449
-4.0,9,93.341424
-9.0,14,93.355385
-137.0,22,93.380284
23.0,12,93.392288
-34.0,19,93.414195
-45.0,20,93.435172
-18.0,13,93.451129
-38.0,13,93.46406
13.0,12,93.478024
-88.0,23,93.501993
-98.0,23,93.527924
-128.0,23,93.55186
2.0,13,93.566821
-22.0,17,93.584773
13.0,12,93.598737
1.0,14,93.61469
-64.0,19,93.636635
-39.0,14,93.652557
-43.0,18,93.673532
16.0,9,93.684509
4.0,11,93.695476
17.0,8,93.702466
-32.0,17,93.722409
-54.0,19,93.744335
-76.0,21,93.767285
10.0,15,93.784236
-9.0,14,93.800194
-54.0,19,93.820136
-32.0,17,93.840081
2.0,13,93.85302
-94.0,19,93.875959
15.0,10,93.886966
-19.0,14,93.903909
-51.0,16,93.921837
-4.0,9,93.933804
-88.0,23,93.971703
-100.0,25,94.000658
-54.0,19,94.020573
-18.0,13,94.041517
-9.0,14,94.070439
-6.0,11,94.089389
2.0,13,94.118346
-33.0,18,94.144241
0.0,5,94.150225
-96.0,21,94.173164
-94.0,19,94.195138
-120.0,25,94.222069
-8.0,13,94.237991
-99.0,24,94.264953
-48.0,23,94.288889
-40.0,15,94.304847
-73.0,18,94.325791
24.0,11,94.337759
17.0,8,94.347722
-8.0,13,94.360702
-53.0,18,94.381609
-9.0,14,94.397564
-5.0,10,94.409532
-43.0,18,94.428482
7.0,8,94.438455
2.0,13,94.452418
-137.0,22,94.480343
31.0,4,94.485329
-44.0,19,94.506274
-85.0,20,94.529212
17.0,8,94.539186
-64.0,19,94.562124
-2.0,17,94.581074
-5.0,10,94.593042
25.0,10,94.604013
-96.0,21,94.628946
-44.0,19,94.650887
-82.0,17,94.672828
15.0,10,94.684797
-33.0,18,94.704743
-10.0,15,94.723692
8.0,7,94.733666
22.0,13,94.748626
18.0,7,94.758599
-56.0,21,94.78453
-159.0,24,94.815447
-6.0,11,94.828413
-84.0,19,94.851351
6.0,9,94.860327
-148.0,23,94.888252
-44.0,19,94.911191
-100.0,25,94.941111
-42.0,17,94.960061
-15.0,20,94.982999
-105.0,20,95.006935
-108.0,23,95.03486
-98.0,23,95.060791
-64.0,19,95.08373
-54.0,19,95.106669
18.0,7,95.114647
7.0,8,95.124621
-44.0,19,95.147559
-96.0,21,95.172493
-150.0,25,95.201415
-33.0,18,95.224354
-43.0,18,95.245297
-5.0,10,95.258263
-84.0,19,95.281202
6.0,9,95.29317
-17.0,12,95.307132
3.0,12,95.32309
5.0,10,95.335058
-95.0,20,95.359991
-46.0,21,95.384924
-25.0,10,95.396893
-33.0,18,95.416839
-35.0,20,95.441773
26.0,9,95.453741
-10.0,15,95.470695
-54.0,19,95.494631
-44.0,19,95.51757
-10.0,15,95.535522
-61.0,16,95.553474
-33.0,18,95.57741
-66.0,21,95.603341
-106.0,21,95.629271
30.0,5,95.635255
-42.0,17,95.654204
-36.0,11,95.670162
-113.0,18,95.689111
18.0,7,95.699084
-31.0,16,95.718034
-150.0,25,95.747954
9.0,6,95.754935
-30.0,15,95.772887
-54.0,19,95.795826
-73.0,18,95.814775
-80.0,15,95.832727
22.0,13,95.848685
-78.0,23,95.87661
-117.0,22,95.901543
5.0,10,95.913511
-54.0,19,95.93645
16.0,9,95.94742
27.0,8,95.954401
25.0,10,95.964375
-30.0,15,95.980332
18.0,7,95.988311
-34.0,19,96.007261
-11.0,16,96.028204
-50.0,15,96.045159
-65.0,20,96.065105
-38.0,13,96.077074
-56.0,11,96.088044
7.0,8,96.097055
-74.0,19,96.117
-33.0,18,96.134975
-14.0,19,96.15686
-21.0,16,96.173815
-99.0,24,96.200743
2.0,13,96.215703
-109.0,24,96.244652
20.0,5,96.25061
0.0,15,96.268562
-156.0,21,96.291525
-66.0,21,96.313473
-96.0,21,96.336407
-63.0,18,96.356351
32.0,3,96.358346
28.0,7,96.367298
-72.0,17,96.385251
21.0,14,96.400211
-139.0,24,96.427139
-78.0,23,96.452073
-33.0,18,96.474014
-53.0,18,96.495955
-139.0,24,96.521886
-18.0,13,96.538841
7.0,8,96.548814
-11.0,16,96.567764
15.0,10,96.578734
14.0,11,96.591699
-9.0,14,96.608654
-44.0,19,96.631593
-100.0,25,96.661513
-34.0,19,96.682457
4.0,11,96.697417
15.0,10,96.709385
-46.0,11,96.721353
-55.0,20,96.745289
-43.0,18,96.765235
-47.0,22,96.793161
-47.0,22,96.818094
-84.0,19,96.841033
-41.0,16,96.859982
5.0,10,96.870953
-87.0,22,96.898878
6.0,9,96.907854
-7.0,12,96.923812
-120.0,25,96.954729
4.0,11,96.967695
-18.0,13,96.984649
-15.0,10,96.996617
12.0,13,97.01058
-77.0,22,97.039536
-56.0,21,97.061492
-30.0,15,97.077431
17.0,8,97.08541
2.0,13,97.101367
27.0,8,97.111341
-119.0,24,97.137272
-28.0,13,97.153197
-30.0,15,97.171184
-110.0,25,97.200073
-9.0,14,97.21603
-107.0,22,97.239966
-13.0,18,97.26091
16.0,9,97.271881
17.0,8,97.279859
-13.0,18,97.301801
-46.0,21,97.326734
-28.0,13,97.342691
14.0,11,97.355657
-6.0,11,97.368622
30.0,5,97.374606
-15.0,10,97.386574
-32.0,17,97.404526
1.0,14,97.42148
17.0,8,97.432452
17.0,8,97.44043
-19.0,14,97.458382
-6.0,11,97.470351
-77.0,22,97.499273
-42.0,17,97.518222
16.0,9,97.53019
18.0,7,97.537172
-130.0,25,97.569086
20.0,5,97.57507
-7.0,12,97.591027
13.0,12,97.60499
15.0,10,97.617956
13.0,12,97.633913
-75.0,20,97.658846
12.0,13,97.673806
22.0,3,97.678793
-17.0,12,97.691758
-47.0,12,97.708713
-43.0,18,97.729657
21.0,4,97.735641
-52.0,17,97.755588
-20.0,15,97.774537
-119.0,24,97.80645
19.0,6,97.813431
-52.0,17,97.837367
-120.0,25,97.869282
6.0,9,97.880252
-1.0,16,97.900199
-75.0,20,97.925132
10.0,5,97.931117
1.0,14,97.949068
-19.0,14,97.965026
-6.0,11,97.980983
-7.0,12,97.993948
-33.0,18,98.017884
17.0,8,98.025863
-52.0,17,98.048802
-12.0,17,98.068749
-1.0,16,98.087698
19.0,6,98.094679
-94.0,19,98.118615
-73.0,18,98.141554
-120.0,25,98.172471
-1.0,16,98.192418
27.0,8,98.204386
-74.0,19,98.225329
-83.0,18,98.25126
-34.0,19,98.275196
-33.0,18,98.295143
-9.0,14,98.313095
-9.0,14,98.331047
-8.0,13,98.348002
28.0,7,98.35598
-89.0,24,98.386898
-88.0,23,98.414824
-5.0,10,98.434769
-20.0,15,98.453719
-60.0,15,98.472668
-20.0,15,98.492615
-58.0,23,98.522535
-12.0,7,98.530514
16.0,9,98.542482
-19.0,14,98.562428
3.0,12,98.576391
-36.0,21,98.605314
-107.0,22,98.632242
-96.0,21,98.657175
20.0,5,98.664156
-138.0,23,98.693112
-24.0,19,98.713059
2.0,13,98.725033
-3.0,8,98.734012
29.0,6,98.739954
29.0,6,98.748931
-80.0,25,98.775891
-48.0,13,98.791849
-13.0,8,98.798832
-21.0,16,98.818782
-44.0,19,98.836734
-18.0,13,98.852687
-21.0,16,98.86964
-76.0,21,98.891581
-87.0,22,98.91748
-9.0,14,98.93347
1.0,14,98.946435
-4.0,9,98.957405
8.0,7,98.966384
-47.0,12,98.978351
-16.0,11,98.99032
28.0,7,98.99926
-47.0,12,99.011229
-22.0,17,99.030178
-96.0,21,99.057106
28.0,7,99.064087
8.0,7,99.072066
-41.0,16,99.094007
-1.0,6,99.101021
-10.0,15,99.118941
-31.0,16,99.13789
-4.0,9,99.149858
-41.0,16,99.169805
-46.0,21,99.194738
-44.0,19,99.218674
-108.0,23,99.248594
-27.0,12,99.262557
3.0,12,99.275522
-93.0,18,99.299458
14.0,11,99.312423
-3.0,8,99.323394
-35.0,20,99.34733
-77.0,22,99.375255
16.0,9,99.387223
-17.0,12,99.400188
-7.0,12,99.417143
-87.0,22,99.443074
-31.0,16,99.462023
-91.0,16,99.483964
-96.0,21,99.508898
-73.0,18,99.527847
-90.0,25,99.55677
-39.0,14,99.573759
-25.0,20,99.596699
7.0,8,99.606636
-30.0,15,99.622594
-88.0,23,99.648526
-35.0,10,99.66149
12.0,13,99.678445
17.0,8,99.689415
7.0,8,99.697394
16.0,9,99.710361
-18.0,13,99.728311
14.0,11,99.741277
-68.0,23,99.772194
-20.0,15,99.791143
-42.0,17,99.814082
-98.0,23,99.840013
-43.0,18,99.862951
5.0,10,99.875917
-19.0,14,99.893869
-93.0,18,99.913815
-149.0,24,99.943735
-64.0,19,99.966674
-109.0,24,99.996594
-75.0,20,100.02053
-26.0,11,100.033495
29.0,6,100.040477
-20.0,15,100.058429
18.0,7,100.069399
-45.0,10,100.082365
26.0,9,100.091341
15.0,10,100.103309
20.0,15,100.121261
-18.0,13,100.139213
17.0,8,100.150183
-39.0,14,100.166141
15.0,10,100.178108
8.0,7,100.188082
-66.0,21,100.214012
-18.0,13,100.227975
-46.0,21,100.249917
-66.0,21,100.273852
-16.0,11,100.284858
-5.0,10,100.296825
18.0,7,100.305768
-42.0,17,100.323719
-71.0,16,100.341708
-3.0,8,100.351678
-21.0,16,100.369631
-27.0,12,100.3816
-96.0,21,100.407529
3.0,12,100.419497
-23.0,18,100.440441
-43.0,18,100.459381
-17.0,12,100.474317
-19.0,14,100.487316
-98.0,23,100.514248
-11.0,16,100.531198
-13.0,8,100.541173
-41.0,16,100.558131
-107.0,22,100.58107
5.0,10,100.592031
-56.0,21,100.616935
-15.0,10,100.628904
14.0,11,100.640897
-9.0,14,100.656834
-75.0,20,100.679768
-42.0,17,100.697747
15.0,10,100.70869
-110.0,25,100.736615
17.0,8,100.74762
-40.0,15,100.764541
30.0,5,100.77055
3.0,12,100.782518
31.0,4,100.787522
-85.0,20,100.810443
-65.0,20,100.832362
-65.0,20,100.855298
-42.0,17,100.874249
-66.0,21,100.897188
32.0,3,100.902174
-30.0,15,100.920126
-49.0,14,100.938078
-7.0,12,100.951044
-66.0,21,100.975977
-87.0,22,101.003902
-125.0,20,101.027838
-118.0,23,101.053769
-43.0,18,101.077705
16.0,9,101.088676
18.0,7,101.096655
-20.0,15,101.114606
-97.0,22,101.142532
-7.0,12,101.156494
-30.0,15,101.174446
-136.0,21,101.19938
-34.0,19,101.223316
-9.0,14,101.242265
-12.0,17,101.262212
-30.0,15,101.280162
15.0,10,101.291133
-8.0,13,101.306092
13.0,12,101.319093
-2.0,17,101.341033
11.0,14,101.355984
-57.0,22,101.383885
18.0,7,101.391891
-28.0,13,101.408843
-44.0,19,101.432754
31.0,4,101.435771
-20.0,15,101.454695
-118.0,23,101.483644
-70.0,25,101.515533
-39.0,14,101.533509
-118.0,23,101.560441
27.0,8,101.571395
-30.0,15,101.58936
-86.0,21,101.61529
4.0,11,101.628264
-25.0,10,101.641197
-73.0,18,101.666132
21.0,4,101.670121
-17.0,12,101.682089
6.0,9,101.693059
-108.0,23,101.720985
-117.0,22,101.745918
-19.0,14,101.764868
29.0,6,101.771849
-148.0,23,101.800772
32.0,3,101.802766
-110.0,25,101.832685
-128.0,23,101.862604
-66.0,21,101.887538
9.0,6,101.894519
-16.0,11,101.907485
-37.0,12,101.923443
-15.0,20,101.94541
-79.0,24,101.971338
0.0,15,101.987271
-39.0,14,102.001235
-88.0,23,102.028162
-20.0,15,102.045142
6.0,9,102.056112
15.0,10,102.06808
-55.0,20,102.090045
27.0,8,102.098
-98.0,23,102.124904
3.0,12,102.137893
-30.0,15,102.154824
32.0,3,102.15982
-15.0,10,102.171803
-114.0,19,102.193746
-72.0,17,102.212669
-54.0,19,102.234636
-19.0,14,102.25159
-22.0,17,102.269541
-97.0,22,102.296444
-70.0,15,102.314397
-52.0,17,102.332374
-37.0,12,102.345315
-3.0,8,102.356309
5.0,10,102.36728
-75.0,20,102.39022
-51.0,16,102.409143
-137.0,22,102.436072
-128.0,23,102.461029
-25.0,10,102.471975
8.0,17,102.493917
8.0,7,102.500922
-75.0,20,102.52387
-41.0,16,102.540827
-134.0,19,102.563764
-76.0,21,102.586693
-116.0,21,102.61063
-54.0,19,102.632547
-9.0,14,102.651498
-10.0,15,102.67347
-129.0,24,102.700392
-108.0,23,102.722305
3.0,12,102.737265
31.0,4,102.74325
-66.0,21,102.767186
-82.0,17,102.785139
-54.0,19,102.807114
-87.0,22,102.831016
-2.0,7,102.841022
-32.0,17,102.858942
-71.0,16,102.876919
-53.0,18,102.89886
-44.0,19,102.920776
-14.0,9,102.931773
-72.0,17,102.949697
16.0,9,102.960669
-57.0,22,102.984606
8.0,7,102.994604
-31.0,16,103.011533
-38.0,13,103.024532
-1.0,16,103.04448
-39.0,14,103.058432
-51.0,16,103.078384
-90.0,25,103.105307
-119.0,24,103.130249
14.0,11,103.145175
13.0,12,103.157154
-109.0,24,103.184112
27.0,8,103.192051
-74.0,19,103.213027
-90.0,25,103.239956
-87.0,22,103.265886
-84.0,19,103.284836
15.0,10,103.294809
-69.0,24,103.321739
-33.0,18,103.341685
4.0,11,103.353653
14.0,11,103.364625
-42.0,17,103.384569
-12.0,17,103.401524
-106.0,21,103.424468
-31.0,16,103.44042
-109.0,24,103.474298
-4.0,9,103.489255
-32.0,17,103.518178
-137.0,22,103.543146
28.0,7,103.550126
-10.0,15,103.566083
-7.0,12,103.581011
-48.0,23,103.604973
-39.0,14,103.621936
15.0,10,103.632905
18.0,7,103.639853
-42.0,17,103.660843
-127.0,22,103.68972
-22.0,17,103.709699
-21.0,16,103.72765
15.0,10,103.738626
-9.0,14,103.755579
8.0,7,103.76256
2.0,13,103.77752
-73.0,18,103.796441
19.0,6,103.802453
-105.0,20,103.824393
-3.0,8,103.834367
-4.0,9,103.84434
-11.0,16,103.862299
8.0,7,103.869284
14.0,11,103.88324
-79.0,14,103.8972
1.0,14,103.913158
-88.0,23,103.940085
-73.0,18,103.958008
-138.0,23,103.983964
-75.0,20,104.005906
-109.0,24,104.032834
-89.0,24,104.059772
26.0,9,104.067745
-7.0,12,104.081672
1.0,14,104.097663
3.0,12,104.110628
-53.0,18,104.131573
16.0,9,104.138554
-66.0,21,104.163454
16.0,9,104.171466
-9.0,14,104.187423
-139.0,24,104.214351
18.0,7,104.221335
-53.0,18,104.242242
-27.0,12,104.254235
-62.0,17,104.275155
9.0,6,104.282161
-74.0,19,104.304077
-27.0,12,104.316044
-65.0,20,104.340013
-26.0,11,104.350986
16.0,9,104.361956
14.0,11,104.372929
-17.0,12,104.387887
-139.0,24,104.414814
-109.0,24,104.43975
-63.0,18,104.459695
-118.0,23,104.486588
-84.0,19,104.505573
-75.0,20,104.52748
-20.0,15,104.543436
-150.0,25,104.571362
-160.0,25,104.599323
7.0,8,104.609295
-37.0,12,104.636223
-97.0,22,104.66212
-1.0,16,104.67911
2.0,13,104.694069
16.0,9,104.702048
-99.0,24,104.728974
28.0,7,104.737952
-108.0,23,104.765875
-18.0,13,104.780835
-149.0,24,104.807767
30.0,5,104.812756
-18.0,13,104.825718
-19.0,14,104.842672
-64.0,19,104.863615
27.0,8,104.870598
29.0,6,104.879572
-97.0,22,104.902512
6.0,9,104.912484
-32.0,17,104.92944
-54.0,19,104.951379
-48.0,13,104.966342
-41.0,16,104.983294
19.0,6,104.989279
-12.0,17,105.007231
-89.0,24,105.033162
-18.0,13,105.048121
-48.0,13,105.061087
-79.0,24,105.088015
-100.0,25,105.114943
-100.0,25,105.141872
19.0,6,105.147855
-7.0,12,105.162815
-25.0,10,105.173787
-70.0,15,105.189759
-8.0,13,105.202708
-109.0,24,105.22864
-40.0,15,105.244596
-81.0,16,105.261553
-58.0,13,105.27751
18.0,7,105.283492
12.0,13,105.298452
-80.0,25,105.325382
-9.0,14,105.341307
-140.0,25,105.369261
-78.0,23,105.392202
-93.0,18,105.41411
-40.0,15,105.432062
-107.0,22,105.455001
-15.0,10,105.466969
7.0,8,105.476943
-29.0,14,105.493897
-41.0,16,105.512846
-51.0,16,105.530798
-78.0,23,105.559721
4.0,11,105.571689
-4.0,9,105.58266
5.0,10,105.594628
-26.0,11,105.607593
13.0,12,105.620559
-6.0,11,105.647485
-21.0,16,105.664474
-11.0,16,105.681395
-16.0,11,105.694393
-65.0,20,105.716336
-56.0,21,105.739273
13.0,12,105.754232
13.0,12,105.767191
14.0,11,105.779165
-96.0,21,105.803102
-51.0,16,105.820059
-17.0,12,105.833024
-7.0,12,105.846986
-73.0,18,105.865935
-16.0,11,105.876906
-130.0,25,105.904831
-159.0,24,105.932748
-96.0,21,105.955661
-41.0,16,105.975608
14.0,11,105.987603
30.0,5,105.992588
18.0,7,105.999569
24.0,11,106.011512
16.0,9,106.022509
-32.0,17,106.042429
-57.0,12,106.055396
-138.0,23,106.082323
-86.0,21,106.105261
-98.0,23,106.129229
-25.0,10,106.140199
19.0,6,106.149169
-105.0,20,106.1721
16.0,9,106.180062
5.0,10,106.192063
-70.0,25,106.218984
-54.0,19,106.240922
5.0,10,106.252899
-107.0,22,106.277799
-17.0,12,106.289769
-108.0,23,106.315722
-43.0,18,106.333672
17.0,8,106.34365
-22.0,17,106.360603
-19.0,14,106.375571
-108.0,23,106.401504
-8.0,13,106.414468
-21.0,16,106.431423
-7.0,12,106.446349
-100.0,25,106.474275
22.0,13,106.487264
-75.0,20,106.509221
-29.0,14,106.525139
-28.0,13,106.541095
10.0,5,106.547112
29.0,6,106.553064
-106.0,21,106.576036
5.0,10,106.586973
-35.0,20,106.608914
-53.0,18,106.629892
-46.0,11,106.641862
19.0,6,106.647843
-140.0,25,106.67577
-32.0,17,106.696712
6.0,9,106.704668
-51.0,16,106.724642
-35.0,10,106.736607
-108.0,23,106.761541
-17.0,12,106.777496
-99.0,24,106.805421
-50.0,15,106.824338
-62.0,17,106.852264
1.0,14,106.872243
-98.0,23,106.901133
-24.0,19,106.929058
24.0,11,106.943022
9.0,6,106.949005
27.0,8,106.962968
-68.0,23,106.994886
-87.0,22,107.02181
-62.0,17,107.04076
-46.0,21,107.067726
7.0,8,107.075701
-109.0,24,107.103626
-28.0,13,107.119586
16.0,9,107.127528
-48.0,13,107.142521
2.0,13,107.158483
-82.0,17,107.176433
-4.0,9,107.187402
-42.0,17,107.20532
5.0,10,107.216331
-9.0,14,107.232287
-83.0,18,107.253224
-128.0,23,107.277127
5.0,10,107.290093
-82.0,17,107.314028
4.0,11,107.328039
-45.0,20,107.353955
-58.0,13,107.368883
-10.0,15,107.386862
-54.0,19,107.408776
-7.0,12,107.424757
-84.0,19,107.443715
-89.0,24,107.470644
-43.0,18,107.491589
-34.0,19,107.513529
-45.0,20,107.535473
-6.0,11,107.547439
31.0,4,107.552431
-12.0,17,107.570379
26.0,9,107.581347
-55.0,20,107.604253
-104.0,19,107.630183
5.0,10,107.646141
-46.0,21,107.675064
8.0,17,107.696007
-127.0,22,107.726927
-86.0,21,107.752856
-96.0,21,107.774796
-29.0,14,107.790789
-134.0,19,107.812696
-33.0,18,107.830647
16.0,9,107.841645
-50.0,15,107.858572
-4.0,9,107.869578
-77.0,22,107.893481
-148.0,23,107.91941
16.0,9,107.930413
-51.0,16,107.948365
-40.0,15,107.964323
-45.0,20,107.986264
7.0,8,107.994211
4.0,11,108.008207
8.0,7,108.015195
-31.0,16,108.032143
-22.0,17,108.05209
-110.0,25,108.080015
6.0,9,108.087973
16.0,9,108.098964
-30.0,15,108.114929
-37.0,12,108.129893
31.0,4,108.132874
-23.0,18,108.153818
19.0,6,108.159801
19.0,6,108.165787
30.0,5,108.17177
-106.0,21,108.196705
-108.0,23,108.220638
19.0,6,108.226621
-49.0,14,108.242552
4.0,11,108.254549
7.0,8,108.264523
-29.0,14,108.281443
7.0,8,108.28845
-99.0,24,108.316349
-43.0,18,108.337293
5.0,10,108.348298
-119.0,24,108.375226
-148.0,23,108.399162
-99.0,24,108.426089
-20.0,15,108.442047
-32.0,17,108.459999
-27.0,12,108.474959
-7.0,12,108.486927
-62.0,17,108.506873
-102.0,17,108.524827
27.0,8,108.533802
7.0,8,108.54178
22.0,3,108.545769
-37.0,12,108.557739
-74.0,19,108.579679
-64.0,19,108.600623
-50.0,15,108.61658
5.0,10,108.627517
-5.0,10,108.639486
-13.0,8,108.6465
-58.0,23,108.673428
-45.0,20,108.694372
30.0,5,108.700358
-3.0,8,108.710346
-126.0,21,108.732283
-57.0,22,108.756173
-110.0,25,108.783135
17.0,8,108.79211
4.0,11,108.80408
-43.0,18,108.825035
7.0,8,108.832005
-66.0,21,108.854943
-47.0,12,108.868906
-66.0,21,108.891846
-64.0,19,108.911792
-8.0,13,108.92376
32.0,3,108.927748
-7.0,12,108.938719
-96.0,21,108.962655
21.0,14,108.975622
13.0,12,108.989583
-120.0,25,109.016517
-104.0,19,109.037456
-36.0,11,109.049423
-30.0,15,109.06538
-41.0,16,109.081338
-58.0,23,109.10727
-31.0,16,109.124223
-60.0,15,109.140181
-90.0,25,109.167113
-66.0,21,109.190048
-29.0,14,109.205007
5.0,10,109.215977
-19.0,14,109.231935
-11.0,16,109.247892
29.0,6,109.253877
-110.0,25,109.280804
-9.0,14,109.296762
-28.0,13,109.309728
-68.0,23,109.334661
-108.0,23,109.360591
-7.0,12,109.372525
-39.0,14,109.388516
-8.0,13,109.400484
-31.0,16,109.420431
-31.0,16,109.436387
20.0,5,109.442377
-24.0,19,109.463316
-65.0,20,109.485259
-29.0,14,109.498224
-17.0,12,109.512186
-150.0,25,109.540113
8.0,7,109.546097
-20.0,15,109.562054
-7.0,12,109.576978
-6.0,11,109.588
15.0,10,109.598953
5.0,10,109.609926
-60.0,25,109.636818
-19.0,14,109.652776
-76.0,21,109.676749
-100.0,25,109.704661
-1.0,6,109.710646
27.0,8,109.720595
-117.0,22,109.744555
-53.0,18,109.765499
-62.0,17,109.78345
-44.0,19,109.804406
-39.0,14,109.820372
4.0,11,109.832329
-18.0,13,109.844298
25.0,10,109.855265
28.0,7,109.865243
3.0,12,109.87721
-66.0,21,109.899151
-90.0,25,109.926079
-66.0,21,109.951011
16.0,9,109.958991
25.0,10,109.969962
-108.0,23,109.996889
-25.0,10,110.006868
-20.0,15,110.02381
-75.0,20,110.045758
-50.0,15,110.062712
-80.0,25,110.090637
-44.0,19,110.112547
6.0,9,110.123551
-54.0,19,110.142466
-16.0,11,110.157426
-1.0,6,110.16341
-109.0,24,110.191335
-20.0,15,110.208318
-98.0,23,110.232227
16.0,9,110.243224
-47.0,22,110.267134
-10.0,15,110.284087
14.0,11,110.299048
16.0,9,110.307053
-56.0,21,110.332981
-4.0,9,110.340935
-45.0,20,110.363899
-7.0,12,110.378869
-20.0,15,110.39483
-7.0,12,110.406792
-27.0,12,110.421721
0.0,15,110.438709
-52.0,17,110.456627
15.0,10,110.468627
28.0,7,110.47561
-51.0,16,110.495523
-27.0,12,110.508487
18.0,7,110.515469
-95.0,20,110.537411
13.0,12,110.552395
5.0,10,110.564338
5.0,10,110.575336
17.0,8,110.583323
-51.0,16,110.603268
-21.0,16,110.620223
-33.0,18,110.638175
-33.0,18,110.659118
6.0,9,110.670089
-85.0,20,110.69203
-38.0,13,110.705986
15.0,10,110.716931
-94.0,19,110.738905
-51.0,16,110.763808
3.0,12,110.777802
-74.0,19,110.799742
-20.0,15,110.816664
-51.0,16,110.834649
6.0,9,110.845621
28.0,7,110.852606
-85.0,20,110.874542
-96.0,21,110.897483
-6.0,11,110.90945
-107.0,22,110.934385
-56.0,21,110.957322
-22.0,17,110.976237
20.0,5,110.982221
-10.0,15,111.000174
17.0,8,111.012178
-17.0,12,111.025142
6.0,9,111.035113
25.0,10,111.047084
6.0,9,111.057056
-14.0,9,111.068026
13.0,12,111.079968
9.0,6,111.086974
-14.0,19,111.107923
-51.0,16,111.125838
-1.0,16,111.145784
-118.0,23,111.169719
25.0,10,111.182719
12.0,13,111.198667
-66.0,21,111.22261
-41.0,16,111.240531
0.0,15,111.257485
-45.0,10,111.26948
-75.0,20,111.292418
-92.0,17,111.314333
-17.0,12,111.3263
-24.0,19,111.348275
-77.0,22,111.372215
24.0,11,111.384181
29.0,6,111.393175
-59.0,14,111.406121
-108.0,23,111.432019
-12.0,17,111.450003
-66.0,21,111.474938
-94.0,19,111.493887
-87.0,22,111.519819
-5.0,10,111.530788
-24.0,19,111.552729
-45.0,20,111.574637
-65.0,20,111.598605
18.0,7,111.605554
-14.0,9,111.616558
11.0,14,111.633514
-77.0,22,111.657449
4.0,11,111.669416
-73.0,18,111.690361
-10.0,15,111.706319
-2.0,7,111.7133
8.0,7,111.722275
2.0,13,111.735243
-26.0,11,111.74721
26.0,9,111.758179
-106.0,21,111.780123
-93.0,18,111.801066
-95.0,20,111.823009
-21.0,16,111.839962
-97.0,22,111.865897
-42.0,17,111.882848
17.0,8,111.892822
4.0,11,111.904787
-77.0,22,111.927727
-148.0,23,111.953656
-29.0,14,111.968619
-89.0,24,111.992554
-55.0,20,112.014495
-18.0,13,112.029455
17.0,8,112.039428
-108.0,23,112.063365
-88.0,23,112.090294
5.0,10,112.101263
-97.0,22,112.124202
-33.0,18,112.144149
-30.0,15,112.161103
-5.0,10,112.171043
9.0,6,112.178059
-10.0,15,112.194015
-20.0,15,112.209973
-44.0,19,112.230917
-96.0,21,112.252857
-11.0,16,112.270775
-5.0,10,112.282744
1.0,14,112.300695
-83.0,18,112.323634
5.0,10,112.334638
-41.0,16,112.352591
-88.0,23,112.376526
21.0,4,112.381515
-25.0,10,112.392484
-20.0,15,112.40944
18.0,7,112.418417
1.0,14,112.431381
-40.0,15,112.448301
27.0,8,112.45831
-31.0,16,112.475262
8.0,7,112.485237
17.0,8,112.492217
-42.0,17,112.513166
-6.0,11,112.524132
10.0,5,112.530082
-63.0,18,112.549066
8.0,7,112.559039
-68.0,23,112.582975
-49.0,14,112.598932
-50.0,15,112.615853
-41.0,16,112.636797
-27.0,12,112.654749
-7.0,12,112.667715
-86.0,21,112.695673
-2.0,7,112.705649
23.0,12,112.719609
-21.0,16,112.738524
-117.0,22,112.76748
-84.0,19,112.790388
1.0,14,112.804351
-14.0,9,112.816319
3.0,12,112.832276
13.0,12,112.846239
-90.0,25,112.880148
6.0,9,112.892117
-37.0,22,112.919044
-18.0,13,112.936996
